User Name,Course Title,Quiz Score,Engagement Score,Assignment Grade,Overall Rating
James Cannon,iOS Development Basics,59.0,57,91,78
James Cannon,Design Thinking Process,60.0,50,58,66
James Cannon,Content Marketing Strategies,98.0,67,84,90
James Cannon,Blockchain Use Cases,87.0,72,91,90
James Cannon,Editing and Proofreading Techniques,82.0,61,55,74
James Cannon,Deployment of ML Models,82.0,51,81,82
James Cannon,Express.js,100.0,93,98,99
James Cannon,Project Management Basics,93.0,99,58,83
James Cannon,Responsive Web Design,67.0,73,72,76
Ryan Douglas,Data Analysis with Pandas,57.0,83,96,82
Ryan Douglas,Data Analysis for Business Decisions,65.0,85,53,70
Ryan Douglas,Data Visualization with Matplotlib,82.0,50,87,84
Ryan Douglas,Data Ethics,83.0,59,93,88
Ryan Douglas,Deployment & Hosting,57.0,84,87,79
Ryan Douglas,Time Management for Sales,94.0,88,73,87
Ryan Douglas,Performance Management Systems,73.0,82,98,88
Ryan Douglas,Containerization with Docker,98.0,76,62,84
Ryan Douglas,Web Application Security,88.0,93,60,81
Ryan Douglas,Automating Cloud Deployments,74.0,65,58,73
Ryan Douglas,Express.js,58.0,94,74,76
Ryan Douglas,Hyperledger Basics,65.0,60,92,81
Ryan Douglas,Data Cleaning & Preprocessing,73.0,75,96,87
Ryan Douglas,Hardware Repair Skills,62.0,67,92,81
Justin Cook,Data Analysis for Business Decisions,68.0,62,72,75
Justin Cook,Data Visualization with Matplotlib,85.0,96,56,79
Justin Cook,Data Ethics,59.0,54,76,73
Justin Cook,Data Analysis with Pandas,54.0,80,95,80
Justin Cook,Data Cleaning & Preprocessing,63.0,79,60,71
Justin Cook,Building Customer Relationships,63.0,82,60,71
Justin Cook,Time Management for Sales,91.0,58,79,85
Justin Cook,Deployment of ML Models,82.0,63,92,87
Justin Cook,Stakeholder Analysis,56.0,62,89,77
Justin Cook,AI in Robotics,73.0,86,72,79
Justin Cook,SEO Best Practices,88.0,85,94,92
Justin Cook,Multiplayer Game Development,57.0,60,90,77
Justin Cook,Brand Management Online,96.0,66,95,93
Justin Cook,Diversity and Inclusion Initiatives,76.0,100,69,81
Justin Cook,Introduction to Game Development,98.0,85,51,81
Thomas Lopez,Data Analysis with Pandas,84.0,98,52,77
Thomas Lopez,Data Cleaning & Preprocessing,63.0,93,75,78
Thomas Lopez,Data Visualization with Matplotlib,61.0,84,86,80
Thomas Lopez,Data Ethics,51.0,64,52,62
Thomas Lopez,Data Analysis for Business Decisions,61.0,54,85,76
Thomas Lopez,Project Management Tools Overview,98.0,65,69,85
Thomas Lopez,2D Game Development,73.0,62,88,83
Thomas Lopez,Speech Recognition Technologies,83.0,81,74,83
Thomas Lopez,Multiplayer Game Development,70.0,57,85,80
Thomas Lopez,Investing Fundamentals,98.0,68,76,88
Thomas Lopez,Time Management for Sales,91.0,69,52,77
Thomas Lopez,Mobile App Security,89.0,55,71,82
Thomas Lopez,Container Orchestration with Kubernetes,54.0,87,99,82
Norman Keller,Data Analysis with Pandas,69.0,75,96,85
Norman Keller,Data Analysis for Business Decisions,73.0,98,96,89
Norman Keller,Data Visualization with Matplotlib,52.0,53,91,75
Norman Keller,Data Ethics,84.0,92,61,80
Norman Keller,Data Cleaning & Preprocessing,61.0,77,90,81
Norman Keller,API Development,52.0,50,96,77
Norman Keller,Web Accessibility Standards,95.0,86,81,90
Norman Keller,Automating Cloud Deployments,84.0,60,89,87
Norman Keller,Brand Management Online,87.0,66,80,85
Norman Keller,ITIL Foundations,51.0,78,58,66
Norman Keller,Communication Skills for Project Managers,100.0,65,73,87
Jeanne Freeman,Data Analysis with Pandas,50.0,84,94,79
Jeanne Freeman,Data Cleaning & Preprocessing,91.0,87,93,93
Jeanne Freeman,Data Ethics,71.0,54,62,72
Jeanne Freeman,Data Analysis for Business Decisions,52.0,94,96,81
Jeanne Freeman,Data Visualization with Matplotlib,93.0,58,81,87
Jeanne Freeman,Quality Management,72.0,90,73,80
Jeanne Freeman,Financial Reporting Standards,71.0,82,97,87
Jeanne Freeman,Time Management for Sales,67.0,63,92,82
Jeanne Freeman,Usability Testing,64.0,55,97,82
Jeanne Freeman,Agile Methodologies,92.0,62,92,91
Jonathan Hill,Data Cleaning & Preprocessing,94.0,57,96,92
Jonathan Hill,Data Visualization with Matplotlib,50.0,88,76,73
Jonathan Hill,Data Analysis with Pandas,76.0,76,50,72
Jonathan Hill,Data Ethics,66.0,65,97,84
Jonathan Hill,Data Analysis for Business Decisions,60.0,71,83,77
Jonathan Hill,Interaction Design Principles,69.0,78,97,86
Jonathan Hill,JavaScript Frameworks Overview,53.0,87,56,67
Jonathan Hill,Reinforcement Learning Techniques,52.0,80,69,70
Jonathan Hill,Customer Service Excellence,69.0,55,81,78
Jonathan Hill,Content Promotion Strategies,78.0,82,83,85
Jonathan Hill,Editing and Proofreading Techniques,97.0,59,75,86
Jonathan Hill,Risk Management in Finance,93.0,68,56,79
Jonathan Hill,Security Awareness for IT Support,65.0,56,57,68
Jonathan Hill,Diversity and Inclusion Initiatives,62.0,79,83,79
Richard Holmes,Data Analysis for Business Decisions,60.0,87,81,78
Richard Holmes,Data Cleaning & Preprocessing,93.0,87,53,80
Richard Holmes,Data Visualization with Matplotlib,66.0,67,90,81
Richard Holmes,Data Ethics,84.0,53,51,73
Richard Holmes,Data Analysis with Pandas,93.0,58,89,89
Richard Holmes,Mobile App Security,77.0,72,96,88
Richard Holmes,Usability Testing,76.0,95,73,82
Richard Holmes,Affiliate Marketing,93.0,70,66,83
Richard Holmes,Introduction to Business Analysis,96.0,61,81,88
Richard Holmes,Cross-Platform Development with Flutter,80.0,81,75,82
Richard Holmes,Financial Planning and Forecasting,89.0,58,93,89
Richard Holmes,Change Management,81.0,84,82,85
Rachel Smith,Data Analysis for Business Decisions,90.0,92,85,90
Rachel Smith,Data Visualization with Matplotlib,100.0,60,59,82
Rachel Smith,Data Analysis with Pandas,52.0,54,92,76
Rachel Smith,Data Cleaning & Preprocessing,58.0,55,54,65
Rachel Smith,Data Ethics,57.0,57,75,72
Rachel Smith,Digital Sales Techniques,86.0,94,59,80
Rachel Smith,Reinforcement Learning Techniques,66.0,96,79,80
Rachel Smith,Computer Vision Applications,81.0,52,64,76
Rachel Smith,Cryptocurrency Fundamentals,68.0,95,67,77
Rachel Smith,Content Marketing Strategies,86.0,97,88,91
Rachel Smith,Azure Basics,78.0,79,63,77
Rachel Smith,Hardware Repair Skills,97.0,61,59,81
Rachel Smith,Analytics for Marketers,99.0,89,50,81
Lucas Mason,Data Ethics,61.0,59,90,79
Lucas Mason,Data Cleaning & Preprocessing,97.0,64,84,90
Lucas Mason,Data Analysis for Business Decisions,99.0,61,74,87
Lucas Mason,Data Analysis with Pandas,73.0,87,92,86
Lucas Mason,Data Visualization with Matplotlib,57.0,89,81,77
Lucas Mason,Video Production Basics,63.0,69,59,70
Lucas Mason,Negotiation Techniques,51.0,81,86,76
Lucas Mason,Social Media Marketing,89.0,95,58,81
Lucas Mason,Content Strategy Development,64.0,68,86,79
Lucas Mason,Consensus Algorithms,65.0,83,94,84
Willie Stewart,Data Analysis for Business Decisions,81.0,88,93,90
Willie Stewart,Data Cleaning & Preprocessing,60.0,90,50,68
Willie Stewart,Data Analysis with Pandas,85.0,59,78,83
Willie Stewart,Data Ethics,87.0,98,77,87
Willie Stewart,Data Visualization with Matplotlib,60.0,93,92,82
Willie Stewart,Configuration Management with Ansible,51.0,89,70,71
Willie Stewart,Google Ads Fundamentals,96.0,93,99,98
Willie Stewart,AI for Business,95.0,61,65,82
Willie Stewart,Requirements Gathering Techniques,52.0,57,59,65
Willie Stewart,Design Tools Overview,60.0,69,93,80
Willie Stewart,Smart Contracts Development,92.0,70,72,84
Willie Stewart,Risk Management in Finance,62.0,71,74,75
Willie Stewart,Microservices in Cloud,59.0,69,67,71
Gary Hopkins,Data Visualization with Matplotlib,73.0,93,91,87
Gary Hopkins,Data Cleaning & Preprocessing,81.0,82,55,76
Gary Hopkins,Data Ethics,72.0,64,71,76
Gary Hopkins,Data Analysis for Business Decisions,75.0,51,67,75
Gary Hopkins,Unsupervised Learning,63.0,66,97,83
Gary Hopkins,Collaboration Tools in DevOps,98.0,51,93,92
Gary Hopkins,ITIL Foundations,86.0,93,100,94
Gary Hopkins,Agile Methodologies,85.0,78,69,82
Gary Hopkins,Labor Laws and Compliance,78.0,86,50,73
Gary Hopkins,Introduction to Cloud Computing,84.0,54,100,90
Gary Hopkins,Responsive Design Principles,57.0,85,93,81
Gary Hopkins,Project Management Tools Overview,68.0,59,66,73
Maria Wilkinson,Data Cleaning & Preprocessing,89.0,74,55,78
Maria Wilkinson,Data Ethics,99.0,69,55,81
Maria Wilkinson,Data Visualization with Matplotlib,60.0,72,79,76
Maria Wilkinson,Data Analysis for Business Decisions,73.0,60,62,73
Maria Wilkinson,Data Analysis with Pandas,87.0,87,95,92
Maria Wilkinson,Budgeting Basics,67.0,65,64,72
Maria Wilkinson,Smart Contracts Development,57.0,62,72,71
Maria Wilkinson,Design Tools Overview,88.0,69,98,92
Maria Wilkinson,Agile Methodologies,67.0,55,85,79
Maria Wilkinson,Networking Basics,75.0,57,60,73
Maria Wilkinson,Natural Language Processing Techniques,79.0,64,55,73
Maria Wilkinson,Automating Cloud Deployments,50.0,85,79,74
Maria Wilkinson,Machine Learning Basics,64.0,61,69,73
Maria Wilkinson,API Development,55.0,94,83,78
Joshua Matthews,Data Ethics,69.0,69,60,72
Joshua Matthews,Data Analysis for Business Decisions,68.0,59,79,77
Joshua Matthews,Data Cleaning & Preprocessing,61.0,53,60,68
Joshua Matthews,Data Visualization with Matplotlib,79.0,99,80,86
Joshua Matthews,Data Analysis with Pandas,98.0,80,86,92
Joshua Matthews,Podcasting Fundamentals,86.0,73,71,82
Joshua Matthews,Sales Fundamentals,94.0,87,79,89
Joshua Matthews,Vulnerability Assessment,80.0,93,99,92
Joshua Matthews,Labor Laws and Compliance,93.0,74,56,80
Joshua Matthews,Mobile App Design,51.0,90,56,66
William Williams,Data Visualization with Matplotlib,53.0,79,61,68
William Williams,Data Analysis for Business Decisions,79.0,50,99,87
William Williams,Data Cleaning & Preprocessing,86.0,92,78,87
William Williams,Data Analysis with Pandas,99.0,68,58,82
William Williams,Data Ethics,72.0,58,83,80
William Williams,Troubleshooting Techniques,97.0,84,70,87
William Williams,Python for Data Science,97.0,87,65,85
William Williams,Responsive Web Design,83.0,59,60,76
William Williams,Negotiation Techniques,54.0,72,85,76
William Williams,Risk Management in Projects,57.0,65,80,74
William Williams,Unity Basics,61.0,86,92,82
William Williams,Web Accessibility Standards,66.0,88,67,75
William Williams,Content Strategy Development,85.0,65,89,87
William Williams,Smart Contracts Development,60.0,61,71,72
William Williams,Mobile Testing Strategies,62.0,64,61,69
Dr. Larry Benjamin,Data Cleaning & Preprocessing,58.0,95,51,68
Dr. Larry Benjamin,Data Analysis for Business Decisions,52.0,88,53,66
Dr. Larry Benjamin,Data Analysis with Pandas,68.0,87,53,71
Dr. Larry Benjamin,Data Ethics,78.0,53,74,78
Dr. Larry Benjamin,Data Visualization with Matplotlib,96.0,56,51,77
Dr. Larry Benjamin,Container Orchestration with Kubernetes,83.0,70,85,86
Dr. Larry Benjamin,Introduction to Cloud Computing,99.0,89,94,96
Dr. Larry Benjamin,Introduction to DevOps,77.0,65,73,79
Dr. Larry Benjamin,Express.js,55.0,97,96,83
Dr. Larry Benjamin,RESTful Services,58.0,83,98,83
Dr. Larry Benjamin,Editing and Proofreading Techniques,67.0,63,87,80
Henry Kennedy,Data Ethics,69.0,58,93,82
Henry Kennedy,Data Analysis for Business Decisions,62.0,86,84,80
Henry Kennedy,Data Cleaning & Preprocessing,81.0,61,80,82
Henry Kennedy,Data Visualization with Matplotlib,58.0,89,100,84
Henry Kennedy,Data Analysis with Pandas,98.0,87,98,97
Henry Kennedy,Serverless Architecture,80.0,74,89,87
Henry Kennedy,Smart Contracts Development,67.0,65,94,83
Henry Kennedy,Content Management Systems (CMS),84.0,89,60,79
Henry Kennedy,Web Application Security,75.0,99,89,87
Henry Kennedy,Computer Vision Applications,79.0,97,96,91
Henry Kennedy,Time Management for Sales,76.0,74,85,84
Henry Kennedy,Continuous Integration and Delivery,70.0,51,54,68
Henry Kennedy,Email Marketing Basics,96.0,76,63,83
Henry Kennedy,Game Monetization Strategies,90.0,90,92,93
Victoria Wilson,Data Cleaning & Preprocessing,71.0,100,90,86
Victoria Wilson,Data Ethics,70.0,91,100,89
Victoria Wilson,Data Analysis with Pandas,97.0,64,70,85
Victoria Wilson,Data Visualization with Matplotlib,59.0,75,63,70
Victoria Wilson,Frontend Development Basics,76.0,67,72,78
Victoria Wilson,Unity Basics,65.0,100,94,86
Victoria Wilson,Big Data with Spark,99.0,60,50,78
Victoria Wilson,Introduction to Finance,67.0,59,68,73
Victoria Wilson,Corporate Finance Essentials,71.0,64,81,80
Victoria Wilson,Serverless Architecture,80.0,76,69,80
Victoria Wilson,Ethics in AI,91.0,82,60,81
Angela Rodriguez DDS,Data Cleaning & Preprocessing,84.0,73,97,91
Angela Rodriguez DDS,Data Analysis with Pandas,87.0,71,84,87
Angela Rodriguez DDS,Data Ethics,93.0,66,80,87
Angela Rodriguez DDS,Data Analysis for Business Decisions,55.0,54,87,75
Angela Rodriguez DDS,Data Visualization with Matplotlib,67.0,96,73,79
Angela Rodriguez DDS,Incident Response,54.0,93,70,73
Angela Rodriguez DDS,Business Process Modeling,95.0,95,70,87
Angela Rodriguez DDS,Collaboration Tools in DevOps,87.0,62,100,92
Angela Rodriguez DDS,Android Development Basics,88.0,84,51,77
Angela Rodriguez DDS,Vulnerability Assessment,55.0,94,85,78
Angela Rodriguez DDS,Conflict Resolution in HR,68.0,69,71,76
Angela Rodriguez DDS,MongoDB,67.0,98,74,79
Angela Rodriguez DDS,Reinforcement Learning Techniques,87.0,100,61,82
Angela Rodriguez DDS,Deep Learning with TensorFlow,83.0,95,53,77
Samantha Perez,Data Analysis with Pandas,61.0,88,61,71
Samantha Perez,Data Analysis for Business Decisions,67.0,95,96,87
Samantha Perez,Data Ethics,78.0,72,83,84
Samantha Perez,Data Cleaning & Preprocessing,59.0,99,98,85
Samantha Perez,Data Visualization with Matplotlib,94.0,74,97,94
Samantha Perez,Python for Data Science,97.0,77,58,82
Samantha Perez,Brand Management Online,94.0,87,75,88
Samantha Perez,Monitoring and Logging,83.0,67,88,87
Samantha Perez,Mobile Testing Strategies,73.0,82,87,84
Samantha Perez,Google Cloud Platform Essentials,52.0,65,65,67
Samantha Perez,Blogging for Beginners,81.0,50,83,82
Samantha Perez,Hardware Repair Skills,69.0,61,84,80
Dr. Lisa Bryan,Data Ethics,91.0,89,61,82
Dr. Lisa Bryan,Data Visualization with Matplotlib,79.0,62,65,77
Dr. Lisa Bryan,Data Cleaning & Preprocessing,64.0,51,68,71
Dr. Lisa Bryan,Data Analysis with Pandas,97.0,98,59,84
Dr. Lisa Bryan,Reinforcement Learning,83.0,66,73,81
Dr. Lisa Bryan,Express.js,60.0,80,71,74
Dr. Lisa Bryan,Design Tools Overview,86.0,74,86,88
Dr. Lisa Bryan,Risk Management in Finance,91.0,63,72,83
Dr. Lisa Bryan,Remote Support Techniques,93.0,95,97,96
Dr. Lisa Bryan,Blogging for Beginners,98.0,82,60,84
Dr. Lisa Bryan,Responsive Design Principles,72.0,62,66,74
Dr. Lisa Bryan,Blockchain Security,53.0,67,76,72
Michael Jones,Data Analysis for Business Decisions,90.0,94,55,80
Michael Jones,Data Ethics,52.0,78,62,68
Michael Jones,Data Cleaning & Preprocessing,67.0,90,73,78
Michael Jones,Data Analysis with Pandas,69.0,76,73,77
Michael Jones,Data Visualization with Matplotlib,55.0,59,72,70
Michael Jones,MongoDB,70.0,65,74,77
Michael Jones,Unsupervised Learning,81.0,56,77,81
Michael Jones,Content Promotion Strategies,67.0,82,61,73
Michael Jones,Ethereum Development,88.0,73,66,81
Michael Jones,Speech Recognition Technologies,57.0,81,64,70
Amanda Johnson,Data Analysis for Business Decisions,76.0,51,79,79
Amanda Johnson,Data Analysis with Pandas,70.0,75,60,73
Amanda Johnson,Data Visualization with Matplotlib,85.0,53,90,87
Amanda Johnson,Data Ethics,83.0,99,76,86
Amanda Johnson,Data Cleaning & Preprocessing,72.0,86,58,74
Amanda Johnson,Deployment of ML Models,94.0,56,67,82
Amanda Johnson,Container Orchestration with Kubernetes,66.0,60,73,75
Amanda Johnson,Ethical Hacking Basics,70.0,72,84,81
Amanda Johnson,API Integration in Mobile Apps,90.0,86,61,81
Amanda Johnson,Video Production Basics,85.0,72,92,89
Amanda Johnson,Unreal Engine Basics,87.0,56,64,78
Amanda Johnson,Cross-Platform Development with Flutter,83.0,68,83,85
Amanda Johnson,Introduction to Human Resources,70.0,96,59,75
Mike White,Data Cleaning & Preprocessing,89.0,63,56,77
Mike White,Data Ethics,71.0,55,55,70
Mike White,Data Visualization with Matplotlib,98.0,97,61,85
Mike White,Data Analysis for Business Decisions,86.0,75,68,81
Mike White,Data Analysis with Pandas,88.0,52,56,76
Mike White,Backend Development Fundamentals,59.0,51,79,73
Mike White,AWS Fundamentals,67.0,75,55,70
Mike White,SWOT Analysis for Business,57.0,92,92,81
Mike White,App Monetization Strategies,100.0,68,82,90
Mike White,Business Case Development,73.0,57,71,76
Mike White,Influencer Marketing,50.0,77,84,75
Andrea Evans,Data Analysis with Pandas,99.0,74,56,82
Andrea Evans,Data Visualization with Matplotlib,82.0,88,95,91
Andrea Evans,Data Cleaning & Preprocessing,56.0,53,93,77
Andrea Evans,Data Analysis for Business Decisions,66.0,91,76,79
Andrea Evans,Data Ethics,89.0,82,78,87
Andrea Evans,Google Cloud Platform Essentials,89.0,66,53,76
Andrea Evans,Cross-Platform Development with Flutter,80.0,67,67,78
Andrea Evans,Ethereum Development,51.0,56,69,68
Andrea Evans,SEO Best Practices,79.0,54,88,84
Andrea Evans,Decentralized Applications (DApps),67.0,57,60,70
Andrea Evans,Smart Contracts Development,87.0,81,60,80
Andrea Evans,Budgeting for Projects,71.0,95,94,87
David Williams,Data Analysis for Business Decisions,86.0,66,60,78
David Williams,Data Analysis with Pandas,63.0,57,97,82
David Williams,Data Cleaning & Preprocessing,86.0,83,88,89
David Williams,Data Ethics,65.0,91,91,84
David Williams,Data Visualization with Matplotlib,65.0,97,71,77
David Williams,Decentralized Applications (DApps),74.0,64,63,74
David Williams,Publishing Mobile Apps,87.0,97,83,89
David Williams,Graphic Design Basics for Content,95.0,91,68,86
David Williams,AI in Healthcare,99.0,50,87,90
David Williams,Negotiation Techniques,70.0,99,90,86
David Williams,Introduction to AI,86.0,73,88,88
David Williams,Model Evaluation,80.0,95,99,92
David Williams,Brand Management Online,79.0,88,90,88
David Williams,Quality Management,98.0,94,53,82
David Williams,Project Management Tools Overview,53.0,75,87,76
Andrew Lopez,Data Analysis for Business Decisions,99.0,72,62,84
Andrew Lopez,Data Analysis with Pandas,90.0,60,88,88
Andrew Lopez,Data Visualization with Matplotlib,81.0,54,92,86
Andrew Lopez,Data Ethics,58.0,98,76,77
Andrew Lopez,Data Cleaning & Preprocessing,78.0,95,89,88
Andrew Lopez,Decentralized Applications (DApps),100.0,84,66,86
Andrew Lopez,Project Management Basics,93.0,61,62,80
Andrew Lopez,Azure Basics,89.0,92,63,82
Andrew Lopez,Computer Vision Basics,62.0,97,59,72
Andrew Lopez,Unity Basics,83.0,68,92,88
Andrew Lopez,Troubleshooting Techniques,66.0,53,71,73
Andrew Lopez,Cloud Support Fundamentals,54.0,91,75,74
Andrew Lopez,Quality Management,79.0,86,57,76
Andrew Lopez,Containerization with Docker,56.0,95,92,81
Andrew Lopez,Podcasting Fundamentals,100.0,100,80,93
Brian Briggs,Data Analysis for Business Decisions,94.0,97,75,89
Brian Briggs,Data Visualization with Matplotlib,67.0,53,87,79
Brian Briggs,Data Cleaning & Preprocessing,73.0,50,50,68
Brian Briggs,Data Analysis with Pandas,52.0,65,83,74
Brian Briggs,Data Ethics,59.0,89,79,77
Brian Briggs,Statistical Analysis,88.0,81,63,81
Brian Briggs,2D Game Development,87.0,52,50,73
Brian Briggs,HR Analytics,82.0,98,52,77
Brian Briggs,Content Strategy Development,86.0,50,54,74
Brian Briggs,Business Process Modeling,88.0,61,58,77
Scott Hines,Data Ethics,82.0,75,72,81
Scott Hines,Data Visualization with Matplotlib,71.0,67,81,80
Scott Hines,Data Analysis for Business Decisions,76.0,76,79,82
Scott Hines,Data Cleaning & Preprocessing,65.0,62,96,83
Scott Hines,Data Analysis with Pandas,72.0,60,71,76
Scott Hines,Deployment & Hosting,80.0,68,84,84
Scott Hines,Financial Analysis Techniques,67.0,58,50,67
Scott Hines,E-commerce Development Basics,68.0,87,64,75
Scott Hines,Ethereum Development,91.0,72,57,79
Scott Hines,Mobile Testing Strategies,75.0,64,56,72
Scott Hines,Podcasting Fundamentals,85.0,56,94,88
Scott Hines,Business Process Modeling,77.0,80,69,79
Scott Hines,Risk Management in Cybersecurity,87.0,79,75,85
Natalie Black,Data Visualization with Matplotlib,59.0,53,78,73
Natalie Black,Data Analysis for Business Decisions,51.0,88,74,73
Natalie Black,Data Cleaning & Preprocessing,84.0,60,90,87
Natalie Black,Data Ethics,78.0,62,95,87
Natalie Black,Data Analysis with Pandas,75.0,89,50,73
Natalie Black,Cross-Platform Development with Flutter,70.0,77,94,85
Natalie Black,Unreal Engine Basics,85.0,59,89,87
Natalie Black,Personal Finance Skills,83.0,52,67,78
Natalie Black,JavaScript Frameworks Overview,92.0,54,60,79
Natalie Black,Ethics in AI,88.0,76,90,90
Natalie Black,Game Monetization Strategies,76.0,89,81,84
Natalie Black,Responsive Design Principles,100.0,62,94,94
Natalie Black,SEO Fundamentals,50.0,59,66,66
Paul Miller,Data Visualization with Matplotlib,59.0,87,55,69
Paul Miller,Data Cleaning & Preprocessing,81.0,88,68,81
Paul Miller,Data Analysis for Business Decisions,80.0,60,61,75
Paul Miller,Data Ethics,88.0,72,76,85
Paul Miller,Data Analysis with Pandas,92.0,69,56,79
Paul Miller,Time Management for Sales,55.0,96,62,71
Paul Miller,Virtual Reality Development,82.0,63,88,86
Paul Miller,Git & GitHub,51.0,92,69,71
Paul Miller,Security Awareness for IT Support,79.0,62,84,83
Paul Miller,2D Game Development,54.0,92,100,83
Brian Martin,Data Analysis with Pandas,52.0,84,94,80
Brian Martin,Data Ethics,56.0,96,80,77
Brian Martin,Data Visualization with Matplotlib,72.0,84,65,76
Brian Martin,Data Cleaning & Preprocessing,76.0,65,97,87
Brian Martin,Data Analysis for Business Decisions,65.0,61,100,84
Brian Martin,Corporate Finance Essentials,59.0,64,86,77
Brian Martin,Negotiation Techniques,73.0,60,52,70
Brian Martin,SEO Best Practices,78.0,75,84,84
Brian Martin,Time Series Analysis,100.0,98,72,90
Brian Martin,Deep Learning with TensorFlow,79.0,60,87,84
Brian Martin,Employee Engagement Techniques,55.0,93,58,69
Brian Martin,Risk Analysis and Management,94.0,96,88,93
Brian Martin,2D Game Development,89.0,100,50,79
Brian Martin,Introduction to DevOps,78.0,71,77,81
Elizabeth Parker,Data Ethics,59.0,97,85,80
Elizabeth Parker,Data Visualization with Matplotlib,71.0,62,100,86
Elizabeth Parker,Data Analysis with Pandas,93.0,75,63,82
Elizabeth Parker,Data Cleaning & Preprocessing,68.0,53,72,74
Elizabeth Parker,Data Analysis for Business Decisions,94.0,62,68,83
Elizabeth Parker,Customer Service Skills for IT,66.0,99,74,79
Elizabeth Parker,Deployment of ML Models,67.0,74,70,75
Elizabeth Parker,Hardware Repair Skills,74.0,74,93,86
Elizabeth Parker,AI for Business,60.0,54,70,71
Elizabeth Parker,Risk Analysis and Management,86.0,84,75,85
Elizabeth Parker,Conversion Rate Optimization,99.0,52,78,87
Kimberly Bird,Data Ethics,78.0,78,88,86
Kimberly Bird,Data Cleaning & Preprocessing,72.0,99,84,84
Kimberly Bird,Data Analysis for Business Decisions,84.0,95,86,89
Kimberly Bird,Data Analysis with Pandas,60.0,91,68,74
Kimberly Bird,Data Visualization with Matplotlib,64.0,65,51,67
Kimberly Bird,Unity Basics,98.0,74,69,86
Kimberly Bird,Remote Support Techniques,94.0,81,71,86
Kimberly Bird,Python for Data Science,83.0,93,89,89
Kimberly Bird,Operating Systems Overview,59.0,56,79,74
Kimberly Bird,DevOps in the Cloud,63.0,51,99,82
Kimberly Bird,Conversion Rate Optimization,54.0,53,73,70
Kimberly Bird,Risk Management in Projects,98.0,70,73,87
Kimberly Bird,Video Production Basics,93.0,50,64,80
Gabrielle Nash,Data Analysis with Pandas,57.0,72,81,76
Gabrielle Nash,Data Analysis for Business Decisions,76.0,99,81,85
Gabrielle Nash,Data Visualization with Matplotlib,54.0,53,64,67
Gabrielle Nash,Data Ethics,64.0,73,71,75
Gabrielle Nash,Design Thinking Process,53.0,81,82,75
Gabrielle Nash,Network Security Fundamentals,93.0,65,56,79
Gabrielle Nash,Android Development Basics,85.0,90,66,82
Gabrielle Nash,Blockchain Security,62.0,54,55,66
Gabrielle Nash,Data Cleaning & Preprocessing,100.0,75,56,82
Gabrielle Nash,AI in Healthcare,60.0,53,56,66
Amanda Chavez,Data Visualization with Matplotlib,91.0,83,96,94
Amanda Chavez,Data Cleaning & Preprocessing,90.0,100,96,95
Amanda Chavez,Data Analysis with Pandas,63.0,75,56,69
Amanda Chavez,Data Ethics,92.0,91,83,90
Amanda Chavez,Data Analysis for Business Decisions,70.0,69,87,82
Amanda Chavez,Collaboration Tools in DevOps,98.0,74,65,84
Amanda Chavez,Introduction to Finance,58.0,66,80,75
Amanda Chavez,Cross-Platform Development with Flutter,70.0,73,81,80
Amanda Chavez,Model Evaluation,55.0,89,82,77
Amanda Chavez,AI in Healthcare,84.0,80,66,80
Amanda Chavez,Automating Cloud Deployments,84.0,84,99,92
Amanda Chavez,Azure Basics,71.0,54,76,77
Amanda Chavez,E-commerce Development Basics,54.0,98,66,72
Jennifer Rios,Data Cleaning & Preprocessing,75.0,62,98,87
Jennifer Rios,Data Analysis for Business Decisions,79.0,62,78,81
Jennifer Rios,Data Ethics,58.0,70,51,65
Jennifer Rios,Data Analysis with Pandas,66.0,61,98,83
Jennifer Rios,Penetration Testing,71.0,94,52,72
Jennifer Rios,Mobile Testing Strategies,92.0,68,68,83
Jennifer Rios,Design Tools Overview,57.0,99,62,72
Jennifer Rios,Google Cloud Platform Essentials,61.0,85,52,68
Jennifer Rios,Machine Learning Basics,82.0,65,98,90
Jennifer Rios,User Research Techniques,95.0,53,78,86
Jennifer Rios,Introduction to Blockchain,79.0,71,67,78
Jennifer Rios,Design Thinking Process,100.0,63,84,91
Carl Jones,Data Visualization with Matplotlib,86.0,94,96,93
Carl Jones,Data Ethics,75.0,74,75,80
Carl Jones,Data Analysis with Pandas,82.0,76,90,88
Carl Jones,Data Cleaning & Preprocessing,80.0,86,83,86
Carl Jones,Data Analysis for Business Decisions,71.0,86,67,77
Carl Jones,Publishing Mobile Apps,94.0,83,84,91
Carl Jones,Risk Analysis and Management,78.0,83,58,76
Carl Jones,Google Ads Fundamentals,84.0,87,77,85
Carl Jones,Investing Fundamentals,76.0,75,97,88
Carl Jones,Statistical Analysis,71.0,54,58,71
Carl Jones,SEO Fundamentals,65.0,80,62,72
Carl Jones,Troubleshooting Techniques,86.0,69,65,80
Carl Jones,Change Management Strategies,92.0,75,71,85
Kimberly Lopez,Data Analysis with Pandas,73.0,59,62,73
Kimberly Lopez,Data Analysis for Business Decisions,76.0,63,94,86
Kimberly Lopez,Data Cleaning & Preprocessing,90.0,83,81,88
Kimberly Lopez,Data Visualization with Matplotlib,93.0,92,78,89
Kimberly Lopez,Data Ethics,94.0,51,84,87
Kimberly Lopez,Communication Skills for Project Managers,59.0,60,58,67
Kimberly Lopez,Introduction to DevOps,78.0,57,71,78
