User Name,Course Title,Quiz Score,Engagement Score,Assignment Grade,Overall Rating
Nicole Wyatt,Data Analysis for Business Decisions,83.0,77,50,74
Nicole Wyatt,Data Ethics,91.0,71,64,81
Nicole Wyatt,Data Cleaning & Preprocessing,76.0,50,93,84
Nicole Wyatt,Data Visualization with Matplotlib,67.0,62,74,76
Nicole Wyatt,Statistical Analysis,89.0,86,95,93
Nicole Wyatt,Presentation Skills for Business Analysts,82.0,100,58,79
Nicole Wyatt,Change Management,66.0,74,85,80
Nicole Wyatt,Monitoring and Logging,52.0,76,98,80
Nicole Wyatt,ITIL Foundations,52.0,51,74,69
Nicole Wyatt,Content Marketing Strategies,91.0,66,53,77
Nicole Wyatt,Responsive Web Design,96.0,70,74,86
Nicole Wyatt,User Interface Design for Mobile Apps,77.0,58,98,87
Melissa Andersen,Data Analysis for Business Decisions,86.0,90,91,91
Melissa Andersen,Data Analysis with Pandas,86.0,67,58,77
Melissa Andersen,Data Ethics,84.0,79,89,88
Melissa Andersen,Data Visualization with Matplotlib,67.0,98,66,76
Melissa Andersen,Data Cleaning & Preprocessing,53.0,87,82,76
Melissa Andersen,Game Monetization Strategies,53.0,96,58,68
Melissa Andersen,App Monetization Strategies,51.0,95,54,66
Melissa Andersen,Reinforcement Learning,66.0,58,78,76
Melissa Andersen,Machine Learning Basics,63.0,60,89,79
Melissa Andersen,User Research Techniques,90.0,90,99,95
Karen Garcia,Data Analysis for Business Decisions,91.0,91,66,84
Karen Garcia,Data Visualization with Matplotlib,70.0,56,60,71
Karen Garcia,Data Ethics,89.0,53,93,89
Karen Garcia,Data Cleaning & Preprocessing,58.0,67,92,79
Karen Garcia,Data Analysis with Pandas,98.0,89,59,84
Karen Garcia,Content Marketing Strategies,98.0,81,61,84
Karen Garcia,Containerization with Docker,55.0,57,66,68
Karen Garcia,Hardware Repair Skills,60.0,93,71,75
Karen Garcia,Computer Vision Applications,61.0,98,77,78
Karen Garcia,Networking Basics,73.0,79,52,72
Karen Garcia,Risk Management in Cybersecurity,67.0,80,67,75
Karen Garcia,Presentation Skills for Sales,89.0,51,94,89
Karen Garcia,Analytics for Marketers,78.0,92,78,84
Karen Garcia,Python for Data Science,55.0,62,71,70
Karen Garcia,Web Application Security,69.0,87,53,71
Jennifer Fields,Data Analysis for Business Decisions,85.0,56,89,86
Jennifer Fields,Data Analysis with Pandas,94.0,58,61,80
Jennifer Fields,Data Ethics,51.0,81,80,74
Jennifer Fields,Data Visualization with Matplotlib,68.0,89,73,78
Jennifer Fields,Data Cleaning & Preprocessing,56.0,51,96,78
Jennifer Fields,Labor Laws and Compliance,62.0,84,81,78
Jennifer Fields,Unsupervised Learning,55.0,73,69,71
Jennifer Fields,API Development,72.0,51,80,78
Jennifer Fields,Content Promotion Strategies,86.0,91,87,90
Jennifer Fields,Progressive Web Apps (PWAs),85.0,55,81,84
Jennifer Fields,Azure Basics,91.0,76,74,85
Andrew Osborn,Data Analysis for Business Decisions,97.0,81,50,80
Andrew Osborn,Data Analysis with Pandas,60.0,99,81,79
Andrew Osborn,Data Ethics,84.0,61,55,75
Andrew Osborn,Data Visualization with Matplotlib,56.0,77,65,70
Andrew Osborn,Data Cleaning & Preprocessing,93.0,58,92,91
Andrew Osborn,Personal Finance Skills,85.0,95,93,92
Andrew Osborn,Git & GitHub,74.0,56,94,84
Andrew Osborn,DevOps in the Cloud,81.0,72,77,82
Andrew Osborn,Analytics for Marketers,72.0,88,84,83
Andrew Osborn,Labor Laws and Compliance,75.0,67,65,76
Nicole Quinn,Data Analysis for Business Decisions,64.0,59,94,81
Nicole Quinn,Data Visualization with Matplotlib,78.0,69,58,74
Nicole Quinn,Data Cleaning & Preprocessing,88.0,50,96,89
Nicole Quinn,Data Ethics,92.0,58,69,82
Nicole Quinn,Design Thinking Process,93.0,63,93,91
Nicole Quinn,Android Development Basics,64.0,74,90,81
Nicole Quinn,API Development,52.0,78,82,75
Nicole Quinn,Unreal Engine Basics,66.0,52,73,74
Nicole Quinn,Tokenomics,80.0,78,80,84
Nicole Quinn,Networking Basics,95.0,60,65,82
Nicole Quinn,Security in Cloud Computing,64.0,62,78,76
Nicole Quinn,Web Application Security,63.0,54,83,76
Nicole Quinn,AWS Fundamentals,79.0,82,66,79
Richard Harris,Data Cleaning & Preprocessing,77.0,67,92,86
Richard Harris,Data Visualization with Matplotlib,91.0,55,69,82
Richard Harris,Data Analysis for Business Decisions,99.0,95,66,87
Richard Harris,Data Ethics,96.0,86,93,95
Richard Harris,Data Analysis with Pandas,85.0,54,70,80
Richard Harris,Speech Recognition Technologies,79.0,72,67,78
Richard Harris,Web Accessibility Standards,64.0,53,67,71
Richard Harris,Introduction to Blockchain,64.0,88,89,82
Richard Harris,Labor Laws and Compliance,73.0,55,58,71
Richard Harris,Automating Cloud Deployments,63.0,84,92,83
Jose Sosa,Data Cleaning & Preprocessing,74.0,92,67,79
Jose Sosa,Data Visualization with Matplotlib,52.0,72,59,66
Jose Sosa,Data Analysis with Pandas,75.0,83,72,80
Jose Sosa,Data Ethics,86.0,57,69,80
Jose Sosa,Data Analysis for Business Decisions,64.0,80,69,75
Jose Sosa,Visual Design Basics,82.0,87,76,84
Jose Sosa,API Development,65.0,67,53,68
Jose Sosa,Cloud Cost Management,100.0,66,78,89
Jose Sosa,Node.js,57.0,56,81,74
Jose Sosa,SEO for Content Creators,68.0,64,80,78
Brandon Gomez,Data Visualization with Matplotlib,66.0,92,95,86
Brandon Gomez,Data Ethics,66.0,91,99,87
Brandon Gomez,Data Analysis with Pandas,94.0,55,52,77
Brandon Gomez,Data Analysis for Business Decisions,84.0,99,77,86
Brandon Gomez,Data Cleaning & Preprocessing,72.0,97,50,72
Brandon Gomez,Game Testing Techniques,56.0,52,88,76
Brandon Gomez,Reinforcement Learning Techniques,95.0,85,57,82
Brandon Gomez,Automating Cloud Deployments,98.0,85,67,86
Brandon Gomez,Decentralized Applications (DApps),68.0,73,64,73
Brandon Gomez,Deployment of ML Models,86.0,64,63,79
Brandon Gomez,Diversity and Inclusion Initiatives,93.0,54,59,79
Brandon Gomez,JavaScript Frameworks Overview,62.0,54,99,82
Meghan Gonzalez,Data Analysis for Business Decisions,61.0,97,61,72
Meghan Gonzalez,Data Analysis with Pandas,71.0,72,62,74
Meghan Gonzalez,Data Visualization with Matplotlib,64.0,61,76,75
Meghan Gonzalez,Data Ethics,61.0,56,86,77
Meghan Gonzalez,Data Cleaning & Preprocessing,63.0,60,73,74
Meghan Gonzalez,Backend Development Fundamentals,65.0,81,99,86
Meghan Gonzalez,Stakeholder Analysis,68.0,90,67,76
Meghan Gonzalez,Cross-Platform Development with Flutter,61.0,74,62,70
Meghan Gonzalez,Business Case Development,98.0,67,82,90
Meghan Gonzalez,Machine Learning Basics,89.0,64,93,90
Meghan Gonzalez,Sales Analytics,84.0,93,68,82
Meghan Gonzalez,Google Cloud Platform Essentials,96.0,68,80,88
Meghan Gonzalez,Ethics in AI,86.0,79,65,81
Meghan Gonzalez,Negotiation Techniques,52.0,92,60,68
Meghan Gonzalez,Automating Cloud Deployments,75.0,85,73,80
Aaron Brown,Data Analysis with Pandas,89.0,91,51,78
Aaron Brown,Data Ethics,71.0,93,59,75
Aaron Brown,Data Cleaning & Preprocessing,70.0,79,66,76
Aaron Brown,Data Analysis for Business Decisions,97.0,93,58,84
Aaron Brown,Data Visualization with Matplotlib,74.0,97,91,87
Aaron Brown,Predictive Analytics,66.0,71,81,79
Aaron Brown,Training and Development,82.0,80,91,89
Aaron Brown,Project Scheduling Techniques,87.0,61,59,77
Aaron Brown,Blogging for Beginners,56.0,73,78,74
Aaron Brown,Model Evaluation,51.0,61,58,64
Aaron Brown,Supervised Learning,83.0,54,64,77
Aaron Brown,AWS Fundamentals,59.0,80,99,83
Aaron Brown,Cloud Security Best Practices,54.0,60,75,71
Aaron Brown,Stakeholder Analysis,65.0,77,53,69
Aaron Brown,Content Promotion Strategies,84.0,96,79,87
Mr. Mark Griffin DDS,Data Visualization with Matplotlib,51.0,90,92,79
Mr. Mark Griffin DDS,Data Analysis for Business Decisions,52.0,75,82,74
Mr. Mark Griffin DDS,Data Analysis with Pandas,66.0,75,92,83
Mr. Mark Griffin DDS,Data Cleaning & Preprocessing,82.0,92,57,78
Mr. Mark Griffin DDS,Data Ethics,56.0,60,85,75
Mr. Mark Griffin DDS,Presentation Skills for Business Analysts,95.0,69,77,87
Mr. Mark Griffin DDS,SEO for Content Creators,89.0,93,63,82
Mr. Mark Griffin DDS,Speech Recognition Technologies,91.0,71,52,77
Mr. Mark Griffin DDS,Web Performance Optimization,76.0,59,96,86
Mr. Mark Griffin DDS,Podcasting Fundamentals,95.0,78,66,84
Mr. Mark Griffin DDS,Introduction to Cloud Computing,84.0,73,79,84
Mr. Mark Griffin DDS,Analytics for Marketers,93.0,76,95,93
Mr. Mark Griffin DDS,Remote Support Techniques,53.0,62,82,73
Brian Burns,Data Analysis with Pandas,87.0,98,67,84
Brian Burns,Data Visualization with Matplotlib,83.0,80,71,82
Brian Burns,Data Cleaning & Preprocessing,57.0,58,64,68
Brian Burns,Data Ethics,80.0,73,57,75
Brian Burns,Data Analysis for Business Decisions,71.0,74,68,76
Brian Burns,Negotiation Techniques,100.0,99,64,87
Brian Burns,Introduction to AI,77.0,62,94,86
Brian Burns,Publishing Mobile Apps,64.0,81,57,70
Brian Burns,SEO for Content Creators,94.0,57,87,89
Brian Burns,HR Analytics,64.0,50,84,77
Brian Burns,Financial Analysis Techniques,63.0,58,92,80
Brian Burns,Business Case Development,54.0,99,93,81
Tami Johnson,Data Analysis for Business Decisions,95.0,63,75,86
Tami Johnson,Data Ethics,78.0,86,51,74
Tami Johnson,Data Analysis with Pandas,54.0,71,67,69
Tami Johnson,Data Visualization with Matplotlib,70.0,85,67,76
Tami Johnson,Data Cleaning & Preprocessing,50.0,59,59,64
Tami Johnson,Conversion Rate Optimization,99.0,59,85,90
Tami Johnson,Customer Service Skills for IT,86.0,72,93,90
Tami Johnson,Risk Management in Cybersecurity,91.0,68,69,83
Tami Johnson,AI in IoT,76.0,55,76,79
Tami Johnson,Automating Cloud Deployments,70.0,94,50,71
Nicholas Hamilton,Data Visualization with Matplotlib,51.0,76,79,73
Nicholas Hamilton,Data Analysis with Pandas,68.0,59,66,73
Nicholas Hamilton,Data Cleaning & Preprocessing,51.0,79,63,68
Nicholas Hamilton,Data Ethics,91.0,71,66,82
Nicholas Hamilton,Continuous Integration and Delivery,73.0,55,59,72
Nicholas Hamilton,Introduction to Blockchain,77.0,70,52,72
Nicholas Hamilton,Containerization with Docker,81.0,95,80,86
Nicholas Hamilton,Sales Fundamentals,92.0,80,81,89
Nicholas Hamilton,Project Management Basics,63.0,73,65,72
Nicholas Hamilton,API Development,96.0,86,92,94
Nicholas Hamilton,HR Analytics,61.0,51,87,77
Nicholas Hamilton,Networking Basics,81.0,76,62,78
Nicholas Hamilton,Cloud Cost Management,76.0,57,57,72
Nicholas Hamilton,Hardware Repair Skills,95.0,98,51,81
Nicholas Hamilton,ITIL Foundations,87.0,81,93,91
Beth Robles,Data Cleaning & Preprocessing,75.0,90,96,89
Beth Robles,Data Analysis for Business Decisions,63.0,82,63,72
Beth Robles,Data Ethics,73.0,80,96,87
Beth Robles,Data Analysis with Pandas,92.0,66,98,93
Beth Robles,Data Visualization with Matplotlib,50.0,83,94,79
Beth Robles,3D Game Development,89.0,62,53,76
Beth Robles,Decentralized Applications (DApps),91.0,67,72,84
Beth Robles,Conversion Rate Optimization,92.0,69,67,83
Beth Robles,HTML & CSS,78.0,92,88,87
Beth Robles,Unsupervised Learning,89.0,95,95,94
Jeffery Adkins,Data Cleaning & Preprocessing,71.0,69,66,75
Jeffery Adkins,Data Visualization with Matplotlib,68.0,69,57,71
Jeffery Adkins,Data Analysis for Business Decisions,66.0,53,98,83
Jeffery Adkins,Data Analysis with Pandas,65.0,62,52,67
Jeffery Adkins,Data Ethics,52.0,56,87,74
Jeffery Adkins,Cloud Cost Management,78.0,88,89,87
Jeffery Adkins,Social Media Marketing,56.0,63,83,75
Jeffery Adkins,Game Design Principles,52.0,60,65,67
Jeffery Adkins,Game Testing Techniques,87.0,55,78,83
Jeffery Adkins,Operating Systems Overview,59.0,82,60,70
Jeffery Adkins,Personal Finance Skills,72.0,98,90,86
Jeffery Adkins,Visual Design Basics,97.0,69,62,83
Jeffery Adkins,Presentation Skills for Business Analysts,97.0,97,83,93
Jeffery Adkins,Communication Skills for Project Managers,65.0,77,93,83
Karla Mills,Data Ethics,95.0,87,50,79
Karla Mills,Data Visualization with Matplotlib,72.0,75,99,87
Karla Mills,Data Analysis with Pandas,85.0,97,61,81
Karla Mills,Data Analysis for Business Decisions,73.0,68,57,72
Karla Mills,Data Cleaning & Preprocessing,66.0,74,68,74
Karla Mills,Wireframing and Prototyping,81.0,56,92,86
Karla Mills,Speech Recognition Technologies,81.0,79,71,81
Karla Mills,Node.js,80.0,92,89,88
Karla Mills,Usability Testing,86.0,82,64,81
Karla Mills,DevOps in the Cloud,96.0,89,83,92
Karla Mills,Understanding Financial Markets,99.0,75,97,96
Karla Mills,Reinforcement Learning,86.0,61,58,76
Karla Mills,Multiplayer Game Development,66.0,75,63,73
Karla Mills,Unsupervised Learning,77.0,92,92,88
Karen Cruz,Data Ethics,71.0,54,98,85
Karen Cruz,Data Analysis for Business Decisions,99.0,63,65,84
Karen Cruz,Data Cleaning & Preprocessing,91.0,79,83,89
Karen Cruz,Data Analysis with Pandas,92.0,62,63,80
Karen Cruz,Data Visualization with Matplotlib,93.0,60,61,80
Karen Cruz,Interaction Design Principles,68.0,54,59,70
Karen Cruz,Talent Acquisition Strategies,66.0,88,88,83
Karen Cruz,Video Production Basics,59.0,55,53,65
Karen Cruz,Statistical Analysis,100.0,60,79,89
Karen Cruz,E-commerce Development Basics,52.0,92,98,82
Karen Cruz,JavaScript Basics,95.0,75,97,95
Deanna Sanchez,Data Ethics,55.0,72,79,74
Deanna Sanchez,Data Visualization with Matplotlib,58.0,53,87,76
Deanna Sanchez,Data Cleaning & Preprocessing,80.0,78,66,79
Deanna Sanchez,Data Analysis for Business Decisions,54.0,62,61,66
Deanna Sanchez,Data Analysis with Pandas,99.0,91,65,86
Deanna Sanchez,AI for Business,74.0,52,50,69
Deanna Sanchez,Time Management for Sales,58.0,81,97,82
Deanna Sanchez,Machine Learning Basics,96.0,64,100,95
Deanna Sanchez,Security Awareness for IT Support,95.0,66,82,89
Deanna Sanchez,API Integration in Mobile Apps,90.0,52,74,83
Deanna Sanchez,Sales Fundamentals,57.0,65,73,72
Rita Marks,Data Analysis for Business Decisions,53.0,74,70,70
Rita Marks,Data Ethics,66.0,64,87,80
Rita Marks,Data Cleaning & Preprocessing,97.0,85,80,90
Rita Marks,Data Visualization with Matplotlib,90.0,75,77,86
Rita Marks,Introduction to DevOps,74.0,63,84,82
Rita Marks,Microservices in Cloud,77.0,87,99,90
Rita Marks,Communication Skills for Project Managers,72.0,74,96,86
Rita Marks,Web Accessibility Standards,95.0,50,80,86
Rita Marks,Corporate Finance Essentials,76.0,95,54,75
Rita Marks,Cryptography Basics,96.0,99,91,95
Rita Marks,Natural Language Processing Techniques,77.0,63,67,77
Rita Marks,Content Promotion Strategies,81.0,70,80,83
Catherine Dawson,Data Cleaning & Preprocessing,72.0,68,52,70
Catherine Dawson,Data Analysis with Pandas,87.0,53,98,90
Catherine Dawson,Data Ethics,91.0,87,61,82
Catherine Dawson,Data Analysis for Business Decisions,96.0,100,97,98
Catherine Dawson,Data Visualization with Matplotlib,84.0,57,61,76
Catherine Dawson,Introduction to AI,73.0,76,50,71
Catherine Dawson,3D Game Development,64.0,100,52,71
Catherine Dawson,SWOT Analysis for Business,56.0,81,89,79
Catherine Dawson,Python for Data Science,86.0,99,89,91
Catherine Dawson,Collaboration Tools in DevOps,95.0,53,93,91
Catherine Dawson,Closing Sales Strategies,68.0,51,81,77
Catherine Dawson,Introduction to DevOps,54.0,71,97,80
Catherine Dawson,Operating Systems Overview,74.0,71,76,80
Catherine Dawson,Deep Learning Fundamentals,85.0,83,83,87
Kevin Rice II,Data Analysis with Pandas,69.0,85,65,75
Kevin Rice II,Data Ethics,53.0,92,81,76
Kevin Rice II,Data Visualization with Matplotlib,59.0,53,100,81
Kevin Rice II,Data Analysis for Business Decisions,87.0,99,59,81
Kevin Rice II,Data Cleaning & Preprocessing,85.0,85,95,92
Kevin Rice II,Incident Response,70.0,54,58,70
Kevin Rice II,Change Management Strategies,91.0,70,56,78
Kevin Rice II,Multiplayer Game Development,57.0,54,64,68
Kevin Rice II,Reinforcement Learning Techniques,83.0,94,74,84
Kevin Rice II,Ethics in AI,86.0,63,84,86
Kevin Rice II,Presentation Skills for Sales,73.0,66,88,83
Kevin Rice II,Introduction to Human Resources,80.0,73,85,85
Dennis Odonnell,Data Analysis for Business Decisions,59.0,51,67,69
Dennis Odonnell,Data Ethics,56.0,80,90,79
Dennis Odonnell,Data Cleaning & Preprocessing,60.0,72,89,79
Dennis Odonnell,Data Analysis with Pandas,53.0,51,68,67
Dennis Odonnell,Data Visualization with Matplotlib,51.0,61,95,77
Dennis Odonnell,Interaction Design Principles,54.0,99,78,76
Dennis Odonnell,Performance Optimization for Mobile Apps,78.0,81,66,78
Dennis Odonnell,Training and Development,92.0,98,90,93
Dennis Odonnell,Time Management for Sales,80.0,54,88,84
Dennis Odonnell,Git & GitHub,74.0,79,88,85
Dennis Odonnell,Project Scheduling Techniques,82.0,84,83,86
Dennis Odonnell,RESTful Services,50.0,86,98,80
Natalie Lopez,Data Analysis for Business Decisions,56.0,64,71,71
Natalie Lopez,Data Cleaning & Preprocessing,81.0,50,82,82
Natalie Lopez,Data Visualization with Matplotlib,85.0,95,74,85
Natalie Lopez,Data Ethics,88.0,52,63,78
Natalie Lopez,Podcasting Fundamentals,80.0,83,53,75
Natalie Lopez,Reinforcement Learning,80.0,72,93,88
Natalie Lopez,Serverless Architecture,96.0,82,58,82
Natalie Lopez,Introduction to Cloud Computing,51.0,88,87,77
Natalie Lopez,Google Cloud Platform Essentials,82.0,90,60,79
Natalie Lopez,Collaboration Tools in DevOps,79.0,97,73,83
Natalie Lopez,Business Case Development,79.0,91,63,79
Natalie Lopez,Git & GitHub,95.0,70,74,86
Natalie Lopez,Cloud Cost Management,69.0,70,96,85
David Delacruz,Data Cleaning & Preprocessing,94.0,74,100,95
David Delacruz,Data Analysis for Business Decisions,63.0,65,60,70
David Delacruz,Data Ethics,98.0,80,67,86
David Delacruz,Data Visualization with Matplotlib,81.0,59,66,77
David Delacruz,Data Analysis with Pandas,66.0,77,74,77
David Delacruz,Business Process Modeling,99.0,53,94,93
David Delacruz,Change Management Strategies,89.0,65,92,90
David Delacruz,Containerization with Docker,94.0,81,51,79
David Delacruz,User Research Techniques,66.0,79,78,78
David Delacruz,Cloud Support Fundamentals,75.0,74,66,77
David Delacruz,Consensus Algorithms,83.0,69,62,78
David Delacruz,E-commerce Development Basics,95.0,95,62,84
David Delacruz,Communication Skills for Project Managers,100.0,85,52,82
David Delacruz,Introduction to UI/UX Design,67.0,61,74,75
Kelly Moore,Data Ethics,62.0,86,76,77
Kelly Moore,Data Cleaning & Preprocessing,76.0,99,99,91
Kelly Moore,Data Analysis for Business Decisions,81.0,64,50,72
Kelly Moore,Data Visualization with Matplotlib,98.0,53,82,88
Kelly Moore,Data Analysis with Pandas,95.0,86,91,94
Kelly Moore,Microservices in Cloud,97.0,70,78,88
Kelly Moore,Training and Development,78.0,93,56,76
Kelly Moore,Deep Learning with TensorFlow,57.0,69,67,70
Kelly Moore,Computer Vision Basics,54.0,61,90,76
Kelly Moore,Introduction to Blockchain,59.0,57,67,70
Kelly Moore,Game Testing Techniques,53.0,84,68,71
Kelly Moore,Unity Basics,88.0,63,54,76
Kelly Moore,Azure Basics,79.0,59,75,80
Kelly Moore,React,100.0,53,58,81
Kelly Moore,Container Orchestration with Kubernetes,98.0,56,85,90
Kayla Cook,Data Ethics,68.0,83,83,81
Kayla Cook,Data Analysis with Pandas,94.0,95,88,93
Kayla Cook,Data Analysis for Business Decisions,90.0,58,80,85
Kayla Cook,Data Visualization with Matplotlib,64.0,74,63,72
Kayla Cook,Data Cleaning & Preprocessing,81.0,98,81,86
Kayla Cook,API Integration in Mobile Apps,99.0,100,56,84
Kayla Cook,Supervised Learning,54.0,66,92,78
Kayla Cook,Affiliate Marketing,56.0,100,50,67
Kayla Cook,Remote Support Techniques,82.0,93,66,81
Kayla Cook,Virtual Reality Development,75.0,60,64,75
Kayla Cook,Google Cloud Platform Essentials,80.0,79,70,80
Kayla Cook,Design Tools Overview,70.0,50,57,69
Kayla Cook,Email Marketing Basics,93.0,63,98,93
Kayla Cook,App Monetization Strategies,79.0,56,89,84
Christopher Young,Data Ethics,69.0,72,94,84
Christopher Young,Data Visualization with Matplotlib,75.0,94,85,85
Christopher Young,Data Cleaning & Preprocessing,72.0,86,71,79
Christopher Young,Data Analysis for Business Decisions,96.0,93,57,83
Christopher Young,Continuous Integration and Delivery,86.0,95,96,93
Christopher Young,Decentralized Applications (DApps),67.0,59,75,76
Christopher Young,Sales Fundamentals,90.0,98,66,84
Christopher Young,Agile Project Management,68.0,78,87,82
Christopher Young,Remote Support Techniques,76.0,66,58,73
Christopher Young,Natural Language Processing,90.0,58,69,81
Christopher Young,Data Analysis with Pandas,59.0,61,90,78
Christopher Young,Node.js,57.0,51,87,76
Christopher Young,Computer Vision Applications,51.0,87,80,75
Christopher Young,Visual Design Basics,70.0,97,58,74
Christopher Young,Presentation Skills for Sales,54.0,60,57,65
Taylor Jones,Data Cleaning & Preprocessing,75.0,80,89,85
Taylor Jones,Data Visualization with Matplotlib,96.0,74,50,78
Taylor Jones,Data Analysis for Business Decisions,70.0,64,70,75
Taylor Jones,Data Analysis with Pandas,82.0,62,68,79
Taylor Jones,AWS Fundamentals,71.0,88,81,82
Taylor Jones,Version Control with Git,64.0,51,93,80
Taylor Jones,Blockchain Use Cases,74.0,72,56,73
Taylor Jones,HTML & CSS,76.0,72,87,84
Taylor Jones,Sales Fundamentals,74.0,77,86,84
Taylor Jones,Backend Development Fundamentals,75.0,66,60,74
Taylor Jones,AI in Healthcare,54.0,65,97,79
Taylor Jones,Content Promotion Strategies,99.0,54,77,87
Taylor Jones,Introduction to DevOps,73.0,74,57,73
Taylor Jones,Introduction to Human Resources,91.0,97,99,96
Taylor Jones,Introduction to Finance,62.0,55,91,79
Jason Scott,Data Cleaning & Preprocessing,63.0,95,81,80
Jason Scott,Data Analysis with Pandas,84.0,73,72,82
Jason Scott,Data Visualization with Matplotlib,98.0,54,97,94
Jason Scott,Data Ethics,54.0,86,52,66
Jason Scott,Data Analysis for Business Decisions,75.0,89,60,76
Jason Scott,Risk Management in Cybersecurity,81.0,65,56,74
Jason Scott,Android Development Basics,83.0,98,81,87
Jason Scott,Email Marketing Basics,54.0,80,57,67
Jason Scott,Natural Language Processing,67.0,71,76,77
Jason Scott,Agile Methodologies,67.0,79,80,79
Jason Scott,Presentation Skills for Business Analysts,53.0,61,70,69
Jason Scott,Introduction to UI/UX Design,98.0,74,96,95
Jason Scott,Project Scheduling Techniques,55.0,70,91,78
Warren Tucker,Data Analysis with Pandas,84.0,91,61,80
Warren Tucker,Data Visualization with Matplotlib,56.0,50,51,62
Warren Tucker,Data Cleaning & Preprocessing,97.0,53,73,85
Warren Tucker,Data Analysis for Business Decisions,69.0,98,94,87
Warren Tucker,Data Ethics,62.0,62,63,70
Warren Tucker,Financial Analysis Techniques,56.0,100,54,68
Warren Tucker,Content Promotion Strategies,97.0,71,90,93
Warren Tucker,Business Case Development,70.0,73,95,85
Warren Tucker,Employee Engagement Techniques,62.0,80,84,79
Warren Tucker,Unity Basics,60.0,73,59,69
Warren Tucker,Risk Management in Cybersecurity,61.0,88,97,84
Warren Tucker,Deep Learning with TensorFlow,81.0,77,62,78
Warren Tucker,Introduction to Cloud Computing,91.0,92,78,88
Stacey Cooper,Data Visualization with Matplotlib,88.0,65,87,88
Stacey Cooper,Data Ethics,51.0,57,94,76
Stacey Cooper,Data Analysis for Business Decisions,91.0,72,83,88
Stacey Cooper,Data Analysis with Pandas,71.0,83,100,88
Stacey Cooper,Data Cleaning & Preprocessing,74.0,60,68,76
Stacey Cooper,Networking Basics,72.0,94,53,73
Stacey Cooper,Unity Basics,80.0,86,63,79
Stacey Cooper,API Integration in Mobile Apps,73.0,91,54,74
Stacey Cooper,Machine Learning Basics,77.0,61,97,87
Stacey Cooper,Game Design Principles,59.0,63,68,71
Stacey Cooper,Introduction to UI/UX Design,92.0,84,63,83
Mark Haynes,Data Analysis with Pandas,59.0,67,63,69
Mark Haynes,Data Analysis for Business Decisions,55.0,59,88,76
Mark Haynes,Data Cleaning & Preprocessing,68.0,66,89,82
Mark Haynes,Data Ethics,69.0,89,89,84
Mark Haynes,Deployment & Hosting,89.0,81,67,83
Mark Haynes,Agile Project Management,84.0,99,62,81
Mark Haynes,Multiplayer Game Development,54.0,91,53,67
Mark Haynes,Serverless Architecture,74.0,64,82,81
Mark Haynes,Talent Acquisition Strategies,55.0,71,82,75
Mark Haynes,Model Evaluation,84.0,73,78,84
Mark Haynes,Presentation Skills for Business Analysts,80.0,68,53,73
Mark Haynes,Unreal Engine Basics,72.0,75,72,78
Mark Haynes,Risk Management in Cybersecurity,86.0,90,99,94
Adrienne Roberts,Data Visualization with Matplotlib,62.0,53,51,65
Adrienne Roberts,Data Cleaning & Preprocessing,56.0,76,73,73
Adrienne Roberts,Data Analysis for Business Decisions,72.0,74,78,80
Adrienne Roberts,Data Ethics,80.0,83,52,74
Adrienne Roberts,Data Analysis with Pandas,98.0,70,62,83
Adrienne Roberts,Smart Contracts Development,65.0,53,86,78
Adrienne Roberts,Understanding Consumer Behavior,98.0,96,85,94
Adrienne Roberts,React,57.0,74,91,79
Adrienne Roberts,Hyperledger Basics,71.0,97,81,83
Adrienne Roberts,Closing Sales Strategies,58.0,57,80,74
Adrienne Roberts,Mobile App Design,94.0,84,65,84
Courtney Phillips,Data Cleaning & Preprocessing,100.0,54,60,81
Courtney Phillips,Data Visualization with Matplotlib,78.0,60,86,83
Courtney Phillips,Data Ethics,56.0,81,91,80
Courtney Phillips,Data Analysis with Pandas,70.0,68,86,81
Courtney Phillips,Data Analysis for Business Decisions,51.0,64,59,65
Courtney Phillips,Video Production Basics,73.0,94,66,78
Courtney Phillips,Cloud Security Best Practices,67.0,64,50,67
Courtney Phillips,Microservices in Cloud,70.0,56,84,80
Courtney Phillips,Business Case Development,73.0,60,51,69
Courtney Phillips,Configuration Management with Ansible,64.0,55,58,68
Courtney Phillips,Mobile App Security,71.0,62,54,70
Courtney Phillips,Consensus Algorithms,53.0,69,84,75
Courtney Phillips,Personal Finance Skills,91.0,54,57,77
Courtney Phillips,Financial Analysis Techniques,53.0,69,98,80
Courtney Phillips,Analytics for Marketers,75.0,92,59,76
Jeffery Brown,Data Ethics,58.0,64,83,76
Jeffery Brown,Data Cleaning & Preprocessing,96.0,72,89,92
Jeffery Brown,Data Analysis with Pandas,70.0,70,100,86
Jeffery Brown,Data Visualization with Matplotlib,79.0,58,96,87
Jeffery Brown,Data Analysis for Business Decisions,80.0,73,67,79
Jeffery Brown,Automating Cloud Deployments,96.0,53,76,85
Jeffery Brown,Malware Analysis,82.0,57,97,88
Jeffery Brown,Cryptocurrency Fundamentals,64.0,81,75,77
Jeffery Brown,API Development,58.0,95,82,78
Jeffery Brown,E-commerce Development Basics,91.0,83,54,79
Jeffery Brown,Cloud Cost Management,85.0,91,95,92
Jeffery Brown,Cloud Support Fundamentals,60.0,64,90,79
Terry Pierce,Data Visualization with Matplotlib,66.0,97,87,83
Terry Pierce,Data Analysis with Pandas,60.0,79,83,78
