user_id,Learning Path ID,Total Certifications,Average Performance,id,User Name
243.0,5.0,15,91.0,243,Felicia Rice
243.0,9.0,15,77.0,243,Felicia Rice
243.0,10.0,15,91.0,243,Felicia Rice
243.0,11.0,15,81.33,243,Felicia Rice
243.0,14.0,15,84.0,243,Felicia Rice
243.0,15.0,15,91.0,243,Felicia Rice
243.0,17.0,15,87.0,243,Felicia Rice
243.0,18.0,15,88.0,243,Felicia Rice
244.0,2.0,11,74.25,244,Allison Fischer
244.0,12.0,11,78.0,244,Allison Fischer
244.0,13.0,11,84.0,244,Allison Fischer
244.0,15.0,11,82.0,244,Allison Fischer
244.0,17.0,11,76.5,244,Allison Fischer
244.0,18.0,11,78.0,244,Allison Fischer
245.0,2.0,10,79.0,245,Allison Hall
245.0,7.0,10,86.0,245,Allison Hall
245.0,12.0,10,77.0,245,Allison Hall
245.0,14.0,10,84.0,245,Allison Hall
245.0,17.0,10,74.0,245,Allison Hall
245.0,18.0,10,78.0,245,Allison Hall
246.0,2.0,10,83.0,246,Mark Shaw
246.0,4.0,10,90.0,246,Mark Shaw
246.0,8.0,10,91.0,246,Mark Shaw
246.0,12.0,10,74.0,246,Mark Shaw
246.0,15.0,10,84.0,246,Mark Shaw
246.0,17.0,10,81.0,246,Mark Shaw
247.0,2.0,11,80.5,247,Michelle Henderson
247.0,4.0,11,86.5,247,Michelle Henderson
247.0,6.0,11,67.0,247,Michelle Henderson
247.0,8.0,11,75.0,247,Michelle Henderson
247.0,11.0,11,78.0,247,Michelle Henderson
247.0,17.0,11,82.0,247,Michelle Henderson
247.0,19.0,11,94.0,247,Michelle Henderson
248.0,2.0,12,74.0,248,Kyle Price
248.0,4.0,12,69.0,248,Kyle Price
248.0,5.0,12,90.0,248,Kyle Price
248.0,10.0,12,66.0,248,Kyle Price
248.0,11.0,12,84.0,248,Kyle Price
248.0,15.0,12,87.0,248,Kyle Price
248.0,16.0,12,73.0,248,Kyle Price
248.0,17.0,12,84.0,248,Kyle Price
248.0,20.0,12,80.0,248,Kyle Price
249.0,2.0,11,74.25,249,Nicole Hodge
249.0,8.0,11,85.0,249,Nicole Hodge
249.0,12.0,11,73.0,249,Nicole Hodge
249.0,16.0,11,82.0,249,Nicole Hodge
249.0,17.0,11,88.0,249,Nicole Hodge
249.0,18.0,11,77.0,249,Nicole Hodge
249.0,19.0,11,86.0,249,Nicole Hodge
250.0,1.0,10,75.0,250,Kristin Thompson
250.0,2.0,10,79.25,250,Kristin Thompson
250.0,12.0,10,78.0,250,Kristin Thompson
250.0,13.0,10,72.0,250,Kristin Thompson
250.0,15.0,10,83.0,250,Kristin Thompson
250.0,17.0,10,66.0,250,Kristin Thompson
251.0,1.0,12,82.0,251,James Smith
251.0,2.0,12,83.0,251,James Smith
251.0,4.0,12,66.0,251,James Smith
251.0,7.0,12,68.0,251,James Smith
251.0,8.0,12,77.0,251,James Smith
251.0,13.0,12,73.0,251,James Smith
251.0,17.0,12,78.0,251,James Smith
251.0,19.0,12,83.0,251,James Smith
252.0,2.0,13,75.5,252,Kelly Hardy
252.0,3.0,13,75.5,252,Kelly Hardy
252.0,4.0,13,64.0,252,Kelly Hardy
252.0,7.0,13,91.0,252,Kelly Hardy
252.0,8.0,13,81.0,252,Kelly Hardy
252.0,9.0,13,86.0,252,Kelly Hardy
252.0,17.0,13,80.0,252,Kelly Hardy
252.0,18.0,13,70.0,252,Kelly Hardy
252.0,19.0,13,88.0,252,Kelly Hardy
253.0,1.0,14,87.0,253,Kristina Leblanc
253.0,2.0,14,83.0,253,Kristina Leblanc
253.0,3.0,14,82.0,253,Kristina Leblanc
253.0,9.0,14,81.0,253,Kristina Leblanc
253.0,12.0,14,94.0,253,Kristina Leblanc
253.0,15.0,14,87.0,253,Kristina Leblanc
253.0,16.0,14,86.0,253,Kristina Leblanc
253.0,17.0,14,86.0,253,Kristina Leblanc
253.0,18.0,14,90.0,253,Kristina Leblanc
253.0,20.0,14,70.0,253,Kristina Leblanc
254.0,2.0,13,81.5,254,Jason Ramos
254.0,4.0,13,80.0,254,Jason Ramos
254.0,6.0,13,68.0,254,Jason Ramos
254.0,7.0,13,77.0,254,Jason Ramos
254.0,11.0,13,82.0,254,Jason Ramos
254.0,13.0,13,85.0,254,Jason Ramos
254.0,17.0,13,81.0,254,Jason Ramos
254.0,20.0,13,78.0,254,Jason Ramos
255.0,2.0,15,79.75,255,Rita Phillips
255.0,3.0,15,82.0,255,Rita Phillips
255.0,5.0,15,78.0,255,Rita Phillips
255.0,6.0,15,76.0,255,Rita Phillips
255.0,8.0,15,74.5,255,Rita Phillips
255.0,13.0,15,88.0,255,Rita Phillips
255.0,16.0,15,79.0,255,Rita Phillips
255.0,17.0,15,71.5,255,Rita Phillips
255.0,19.0,15,70.0,255,Rita Phillips
255.0,20.0,15,78.0,255,Rita Phillips
256.0,2.0,13,83.20000000000002,256,Amanda Morris
256.0,4.0,13,74.0,256,Amanda Morris
256.0,8.0,13,69.0,256,Amanda Morris
256.0,11.0,13,67.0,256,Amanda Morris
256.0,14.0,13,85.0,256,Amanda Morris
256.0,17.0,13,75.0,256,Amanda Morris
256.0,18.0,13,80.0,256,Amanda Morris
256.0,19.0,13,85.0,256,Amanda Morris
257.0,1.0,15,88.0,257,Tonya Lewis
257.0,2.0,15,81.5,257,Tonya Lewis
257.0,10.0,15,84.0,257,Tonya Lewis
257.0,12.0,15,78.0,257,Tonya Lewis
257.0,13.0,15,79.0,257,Tonya Lewis
257.0,15.0,15,75.0,257,Tonya Lewis
257.0,16.0,15,77.5,257,Tonya Lewis
257.0,17.0,15,73.0,257,Tonya Lewis
258.0,1.0,12,80.0,258,Kevin White
258.0,2.0,12,81.0,258,Kevin White
258.0,4.0,12,81.0,258,Kevin White
258.0,7.0,12,71.0,258,Kevin White
258.0,11.0,12,85.0,258,Kevin White
258.0,13.0,12,89.0,258,Kevin White
258.0,14.0,12,86.0,258,Kevin White
258.0,15.0,12,81.0,258,Kevin White
258.0,17.0,12,77.0,258,Kevin White
258.0,18.0,12,73.0,258,Kevin White
259.0,1.0,15,92.0,259,Matthew Duran
259.0,2.0,15,80.5,259,Matthew Duran
259.0,3.0,15,83.5,259,Matthew Duran
259.0,4.0,15,80.0,259,Matthew Duran
259.0,7.0,15,76.0,259,Matthew Duran
259.0,9.0,15,82.0,259,Matthew Duran
259.0,11.0,15,88.0,259,Matthew Duran
259.0,14.0,15,65.0,259,Matthew Duran
259.0,15.0,15,80.0,259,Matthew Duran
259.0,16.0,15,79.0,259,Matthew Duran
259.0,17.0,15,93.0,259,Matthew Duran
260.0,2.0,14,77.5,260,Lisa Smith
260.0,3.0,14,69.0,260,Lisa Smith
260.0,7.0,14,78.5,260,Lisa Smith
260.0,8.0,14,72.0,260,Lisa Smith
260.0,11.0,14,68.0,260,Lisa Smith
260.0,13.0,14,75.5,260,Lisa Smith
260.0,14.0,14,73.0,260,Lisa Smith
260.0,17.0,14,78.0,260,Lisa Smith
260.0,18.0,14,85.0,260,Lisa Smith
261.0,2.0,13,78.0,261,Courtney Callahan
261.0,8.0,13,71.0,261,Courtney Callahan
261.0,9.0,13,83.0,261,Courtney Callahan
261.0,11.0,13,81.0,261,Courtney Callahan
261.0,12.0,13,92.0,261,Courtney Callahan
261.0,13.0,13,86.0,261,Courtney Callahan
261.0,14.0,13,82.0,261,Courtney Callahan
261.0,15.0,13,85.0,261,Courtney Callahan
261.0,16.0,13,78.0,261,Courtney Callahan
261.0,17.0,13,86.0,261,Courtney Callahan
262.0,2.0,11,82.0,262,Alison Rose
262.0,5.0,11,81.0,262,Alison Rose
262.0,6.0,11,88.5,262,Alison Rose
262.0,7.0,11,88.0,262,Alison Rose
262.0,14.0,11,70.0,262,Alison Rose
262.0,16.0,11,83.0,262,Alison Rose
262.0,17.0,11,80.0,262,Alison Rose
262.0,20.0,11,70.0,262,Alison Rose
263.0,2.0,10,82.25,263,Kathleen Blackburn
263.0,4.0,10,95.0,263,Kathleen Blackburn
263.0,8.0,10,83.0,263,Kathleen Blackburn
263.0,11.0,10,86.0,263,Kathleen Blackburn
263.0,14.0,10,66.0,263,Kathleen Blackburn
263.0,17.0,10,77.5,263,Kathleen Blackburn
264.0,2.0,10,80.5,264,Jeffrey Fernandez
264.0,3.0,10,73.0,264,Jeffrey Fernandez
264.0,8.0,10,72.0,264,Jeffrey Fernandez
264.0,11.0,10,80.0,264,Jeffrey Fernandez
264.0,15.0,10,81.5,264,Jeffrey Fernandez
264.0,17.0,10,75.0,264,Jeffrey Fernandez
265.0,2.0,14,74.17,265,Ashley Abbott
265.0,3.0,14,83.0,265,Ashley Abbott
265.0,5.0,14,74.0,265,Ashley Abbott
265.0,7.0,14,76.0,265,Ashley Abbott
265.0,8.0,14,74.0,265,Ashley Abbott
265.0,9.0,14,92.0,265,Ashley Abbott
265.0,10.0,14,76.5,265,Ashley Abbott
265.0,17.0,14,95.0,265,Ashley Abbott
266.0,2.0,14,75.25,266,Angela Gonzalez
266.0,3.0,14,84.0,266,Angela Gonzalez
266.0,4.0,14,84.0,266,Angela Gonzalez
266.0,6.0,14,74.0,266,Angela Gonzalez
266.0,8.0,14,71.0,266,Angela Gonzalez
266.0,10.0,14,79.0,266,Angela Gonzalez
266.0,12.0,14,68.0,266,Angela Gonzalez
266.0,17.0,14,79.0,266,Angela Gonzalez
266.0,19.0,14,83.0,266,Angela Gonzalez
266.0,20.0,14,92.0,266,Angela Gonzalez
267.0,1.0,11,89.0,267,Mark Maynard
267.0,2.0,11,79.25,267,Mark Maynard
267.0,8.0,11,70.0,267,Mark Maynard
267.0,9.0,11,79.0,267,Mark Maynard
267.0,17.0,11,81.0,267,Mark Maynard
267.0,19.0,11,84.0,267,Mark Maynard
267.0,20.0,11,83.0,267,Mark Maynard
268.0,1.0,12,89.0,268,Frank Gonzalez
268.0,2.0,12,80.0,268,Frank Gonzalez
268.0,4.0,12,71.0,268,Frank Gonzalez
268.0,10.0,12,74.0,268,Frank Gonzalez
268.0,13.0,12,90.0,268,Frank Gonzalez
268.0,17.0,12,86.5,268,Frank Gonzalez
268.0,18.0,12,84.0,268,Frank Gonzalez
268.0,19.0,12,89.0,268,Frank Gonzalez
269.0,1.0,15,80.0,269,David Kim
269.0,2.0,15,80.0,269,David Kim
269.0,3.0,15,86.0,269,David Kim
269.0,7.0,15,81.0,269,David Kim
269.0,11.0,15,75.0,269,David Kim
269.0,14.0,15,82.0,269,David Kim
269.0,17.0,15,85.0,269,David Kim
269.0,19.0,15,72.0,269,David Kim
269.0,20.0,15,87.0,269,David Kim
270.0,2.0,14,77.0,270,Catherine Rivera
270.0,3.0,14,74.5,270,Catherine Rivera
270.0,7.0,14,77.0,270,Catherine Rivera
270.0,8.0,14,87.0,270,Catherine Rivera
270.0,9.0,14,75.5,270,Catherine Rivera
270.0,15.0,14,85.0,270,Catherine Rivera
270.0,17.0,14,85.0,270,Catherine Rivera
270.0,20.0,14,80.5,270,Catherine Rivera
271.0,2.0,12,76.75,271,Cody Gonzalez
271.0,3.0,12,89.0,271,Cody Gonzalez
271.0,6.0,12,81.0,271,Cody Gonzalez
271.0,7.0,12,68.0,271,Cody Gonzalez
271.0,9.0,12,85.0,271,Cody Gonzalez
271.0,12.0,12,78.0,271,Cody Gonzalez
271.0,16.0,12,82.0,271,Cody Gonzalez
271.0,17.0,12,80.0,271,Cody Gonzalez
271.0,20.0,12,93.0,271,Cody Gonzalez
272.0,1.0,12,95.0,272,Cynthia Irwin
272.0,2.0,12,79.67,272,Cynthia Irwin
272.0,5.0,12,81.0,272,Cynthia Irwin
272.0,8.0,12,86.0,272,Cynthia Irwin
272.0,9.0,12,92.0,272,Cynthia Irwin
272.0,12.0,12,89.0,272,Cynthia Irwin
272.0,13.0,12,96.0,272,Cynthia Irwin
272.0,16.0,12,79.0,272,Cynthia Irwin
272.0,17.0,12,94.0,272,Cynthia Irwin
273.0,2.0,14,80.0,273,Beth Parsons
273.0,3.0,14,83.0,273,Beth Parsons
273.0,5.0,14,87.0,273,Beth Parsons
273.0,7.0,14,75.0,273,Beth Parsons
273.0,8.0,14,84.0,273,Beth Parsons
273.0,9.0,14,96.0,273,Beth Parsons
273.0,13.0,14,86.0,273,Beth Parsons
273.0,17.0,14,77.0,273,Beth Parsons
273.0,20.0,14,79.0,273,Beth Parsons
274.0,1.0,15,91.0,274,Joseph Gonzalez
274.0,2.0,15,78.5,274,Joseph Gonzalez
274.0,5.0,15,91.0,274,Joseph Gonzalez
274.0,6.0,15,78.0,274,Joseph Gonzalez
274.0,8.0,15,84.5,274,Joseph Gonzalez
274.0,10.0,15,72.0,274,Joseph Gonzalez
274.0,11.0,15,69.0,274,Joseph Gonzalez
274.0,13.0,15,69.0,274,Joseph Gonzalez
274.0,17.0,15,81.0,274,Joseph Gonzalez
274.0,19.0,15,73.0,274,Joseph Gonzalez
275.0,2.0,15,84.0,275,Anita Matthews
275.0,3.0,15,87.0,275,Anita Matthews
275.0,4.0,15,79.5,275,Anita Matthews
275.0,5.0,15,77.0,275,Anita Matthews
275.0,8.0,15,82.0,275,Anita Matthews
275.0,9.0,15,73.0,275,Anita Matthews
275.0,11.0,15,68.0,275,Anita Matthews
275.0,14.0,15,80.0,275,Anita Matthews
275.0,16.0,15,87.0,275,Anita Matthews
275.0,17.0,15,73.0,275,Anita Matthews
276.0,1.0,12,75.0,276,Ryan Long
276.0,2.0,12,84.25,276,Ryan Long
276.0,4.0,12,87.0,276,Ryan Long
276.0,6.0,12,96.0,276,Ryan Long
276.0,13.0,12,81.0,276,Ryan Long
276.0,15.0,12,79.0,276,Ryan Long
276.0,17.0,12,75.0,276,Ryan Long
276.0,19.0,12,74.0,276,Ryan Long
277.0,2.0,13,85.5,277,Jeffrey Tran
277.0,6.0,13,75.0,277,Jeffrey Tran
277.0,8.0,13,71.0,277,Jeffrey Tran
277.0,9.0,13,70.0,277,Jeffrey Tran
277.0,10.0,13,80.0,277,Jeffrey Tran
277.0,12.0,13,84.0,277,Jeffrey Tran
277.0,14.0,13,84.0,277,Jeffrey Tran
277.0,17.0,13,67.0,277,Jeffrey Tran
277.0,18.0,13,77.0,277,Jeffrey Tran
278.0,1.0,15,90.0,278,Craig Miller
278.0,2.0,15,78.5,278,Craig Miller
278.0,5.0,15,95.0,278,Craig Miller
278.0,9.0,15,82.5,278,Craig Miller
278.0,10.0,15,84.0,278,Craig Miller
278.0,13.0,15,82.0,278,Craig Miller
278.0,17.0,15,87.0,278,Craig Miller
278.0,20.0,15,85.33,278,Craig Miller
279.0,1.0,14,74.0,279,Chad Long
279.0,2.0,14,81.75,279,Chad Long
279.0,6.0,14,67.0,279,Chad Long
279.0,7.0,14,92.0,279,Chad Long
279.0,8.0,14,90.0,279,Chad Long
279.0,9.0,14,69.0,279,Chad Long
279.0,10.0,14,93.0,279,Chad Long
279.0,17.0,14,87.5,279,Chad Long
279.0,18.0,14,85.5,279,Chad Long
280.0,1.0,13,84.0,280,Holly Hill
280.0,2.0,13,78.75,280,Holly Hill
280.0,4.0,13,84.0,280,Holly Hill
280.0,11.0,13,78.0,280,Holly Hill
280.0,12.0,13,96.0,280,Holly Hill
280.0,15.0,13,74.0,280,Holly Hill
280.0,17.0,13,85.0,280,Holly Hill
280.0,18.0,13,93.0,280,Holly Hill
280.0,20.0,13,88.0,280,Holly Hill
281.0,2.0,13,83.75,281,Cynthia Reynolds
281.0,4.0,13,85.0,281,Cynthia Reynolds
281.0,9.0,13,88.0,281,Cynthia Reynolds
281.0,10.0,13,91.0,281,Cynthia Reynolds
281.0,11.0,13,69.0,281,Cynthia Reynolds
281.0,15.0,13,73.0,281,Cynthia Reynolds
281.0,17.0,13,72.33,281,Cynthia Reynolds
281.0,19.0,13,77.0,281,Cynthia Reynolds
282.0,2.0,11,85.5,282,Jamie Saunders
282.0,10.0,11,89.0,282,Jamie Saunders
282.0,14.0,11,74.5,282,Jamie Saunders
282.0,15.0,11,76.0,282,Jamie Saunders
282.0,17.0,11,90.5,282,Jamie Saunders
282.0,18.0,11,78.0,282,Jamie Saunders
283.0,2.0,14,83.2,283,Mrs. Alexis Cortez
283.0,6.0,14,71.0,283,Mrs. Alexis Cortez
283.0,9.0,14,77.0,283,Mrs. Alexis Cortez
283.0,10.0,14,77.5,283,Mrs. Alexis Cortez
283.0,13.0,14,81.0,283,Mrs. Alexis Cortez
283.0,15.0,14,91.0,283,Mrs. Alexis Cortez
283.0,17.0,14,72.0,283,Mrs. Alexis Cortez
283.0,18.0,14,90.0,283,Mrs. Alexis Cortez
284.0,1.0,15,81.0,284,Ebony Collins
284.0,2.0,15,86.25,284,Ebony Collins
284.0,5.0,15,79.5,284,Ebony Collins
284.0,7.0,15,86.0,284,Ebony Collins
284.0,9.0,15,84.0,284,Ebony Collins
284.0,12.0,15,70.5,284,Ebony Collins
284.0,13.0,15,69.0,284,Ebony Collins
284.0,14.0,15,93.0,284,Ebony Collins
284.0,15.0,15,87.0,284,Ebony Collins
284.0,17.0,15,88.0,284,Ebony Collins
285.0,1.0,10,78.0,285,Christina Flores
285.0,2.0,10,79.0,285,Christina Flores
285.0,8.0,10,78.0,285,Christina Flores
285.0,11.0,10,72.0,285,Christina Flores
285.0,17.0,10,89.0,285,Christina Flores
285.0,18.0,10,80.0,285,Christina Flores
285.0,20.0,10,69.0,285,Christina Flores
286.0,2.0,15,80.8,286,Alice Moon
286.0,4.0,15,76.0,286,Alice Moon
286.0,6.0,15,80.0,286,Alice Moon
286.0,7.0,15,72.0,286,Alice Moon
286.0,11.0,15,78.0,286,Alice Moon
286.0,12.0,15,81.0,286,Alice Moon
286.0,13.0,15,83.0,286,Alice Moon
286.0,17.0,15,84.0,286,Alice Moon
286.0,19.0,15,80.33,286,Alice Moon
287.0,2.0,13,74.0,287,Jeremy Campbell
287.0,3.0,13,78.0,287,Jeremy Campbell
287.0,7.0,13,78.0,287,Jeremy Campbell
287.0,8.0,13,74.0,287,Jeremy Campbell
287.0,13.0,13,64.0,287,Jeremy Campbell
287.0,15.0,13,80.0,287,Jeremy Campbell
287.0,17.0,13,78.0,287,Jeremy Campbell
287.0,18.0,13,82.0,287,Jeremy Campbell
287.0,20.0,13,86.0,287,Jeremy Campbell
288.0,1.0,14,72.0,288,Marc Good
288.0,2.0,14,75.0,288,Marc Good
288.0,3.0,14,71.0,288,Marc Good
288.0,4.0,14,72.0,288,Marc Good
288.0,5.0,14,80.0,288,Marc Good
288.0,7.0,14,75.0,288,Marc Good
288.0,16.0,14,72.0,288,Marc Good
288.0,17.0,14,75.0,288,Marc Good
288.0,18.0,14,77.0,288,Marc Good
288.0,19.0,14,81.0,288,Marc Good
289.0,2.0,14,85.0,289,Valerie Alvarado
289.0,3.0,14,76.0,289,Valerie Alvarado
289.0,6.0,14,76.67,289,Valerie Alvarado
289.0,9.0,14,76.0,289,Valerie Alvarado
289.0,12.0,14,82.0,289,Valerie Alvarado
289.0,13.0,14,80.0,289,Valerie Alvarado
289.0,17.0,14,80.5,289,Valerie Alvarado
289.0,19.0,14,82.0,289,Valerie Alvarado
290.0,2.0,13,75.25,290,Levi Griffith
290.0,5.0,13,85.0,290,Levi Griffith
290.0,8.0,13,76.0,290,Levi Griffith
290.0,9.0,13,76.0,290,Levi Griffith
290.0,10.0,13,74.0,290,Levi Griffith
290.0,11.0,13,77.0,290,Levi Griffith
290.0,12.0,13,84.0,290,Levi Griffith
290.0,17.0,13,81.0,290,Levi Griffith
290.0,18.0,13,82.5,290,Levi Griffith
291.0,2.0,12,82.75,291,Andrea Stevens
291.0,3.0,12,96.0,291,Andrea Stevens
291.0,4.0,12,78.0,291,Andrea Stevens
291.0,5.0,12,89.0,291,Andrea Stevens
291.0,12.0,12,70.0,291,Andrea Stevens
291.0,14.0,12,64.0,291,Andrea Stevens
291.0,17.0,12,73.0,291,Andrea Stevens
291.0,18.0,12,84.0,291,Andrea Stevens
292.0,1.0,12,80.5,292,Donald Porter
292.0,2.0,12,82.25,292,Donald Porter
292.0,4.0,12,77.0,292,Donald Porter
292.0,5.0,12,83.0,292,Donald Porter
292.0,8.0,12,76.0,292,Donald Porter
292.0,15.0,12,82.0,292,Donald Porter
292.0,17.0,12,76.0,292,Donald Porter
292.0,19.0,12,85.0,292,Donald Porter
293.0,1.0,14,92.0,293,Alejandro Black
293.0,2.0,14,80.6,293,Alejandro Black
293.0,5.0,14,81.0,293,Alejandro Black
293.0,6.0,14,87.0,293,Alejandro Black
293.0,7.0,14,79.5,293,Alejandro Black
293.0,10.0,14,65.0,293,Alejandro Black
293.0,17.0,14,82.0,293,Alejandro Black
293.0,20.0,14,81.0,293,Alejandro Black
294.0,2.0,14,78.25,294,Paul Ellis
294.0,5.0,14,74.0,294,Paul Ellis
294.0,7.0,14,86.0,294,Paul Ellis
294.0,8.0,14,85.0,294,Paul Ellis
294.0,11.0,14,78.0,294,Paul Ellis
294.0,12.0,14,91.0,294,Paul Ellis
294.0,13.0,14,89.0,294,Paul Ellis
294.0,14.0,14,89.0,294,Paul Ellis
294.0,15.0,14,94.0,294,Paul Ellis
294.0,16.0,14,87.0,294,Paul Ellis
294.0,17.0,14,72.0,294,Paul Ellis
295.0,2.0,13,84.75,295,Sharon Clark
295.0,5.0,13,84.5,295,Sharon Clark
295.0,6.0,13,81.0,295,Sharon Clark
295.0,9.0,13,93.0,295,Sharon Clark
295.0,12.0,13,85.0,295,Sharon Clark
295.0,14.0,13,79.0,295,Sharon Clark
295.0,17.0,13,89.0,295,Sharon Clark
295.0,18.0,13,78.0,295,Sharon Clark
295.0,20.0,13,69.0,295,Sharon Clark
296.0,2.0,11,80.25,296,Sharon Rosario
296.0,3.0,11,75.5,296,Sharon Rosario
296.0,6.0,11,80.5,296,Sharon Rosario
296.0,13.0,11,83.0,296,Sharon Rosario
296.0,17.0,11,87.0,296,Sharon Rosario
296.0,18.0,11,79.0,296,Sharon Rosario
297.0,2.0,15,87.75,297,Tim Palmer
297.0,4.0,15,91.0,297,Tim Palmer
297.0,5.0,15,81.0,297,Tim Palmer
297.0,10.0,15,86.0,297,Tim Palmer
297.0,13.0,15,76.0,297,Tim Palmer
297.0,14.0,15,81.0,297,Tim Palmer
297.0,15.0,15,88.0,297,Tim Palmer
297.0,16.0,15,78.0,297,Tim Palmer
297.0,17.0,15,76.0,297,Tim Palmer
297.0,18.0,15,80.0,297,Tim Palmer
297.0,19.0,15,75.0,297,Tim Palmer
298.0,1.0,10,67.0,298,Kristen Ellis
298.0,2.0,10,79.0,298,Kristen Ellis
298.0,13.0,10,80.0,298,Kristen Ellis
298.0,16.0,10,71.0,298,Kristen Ellis
298.0,17.0,10,86.0,298,Kristen Ellis
298.0,18.0,10,76.5,298,Kristen Ellis
299.0,1.0,13,85.0,299,Lisa Crawford
299.0,2.0,13,77.25,299,Lisa Crawford
299.0,3.0,13,81.0,299,Lisa Crawford
299.0,4.0,13,85.0,299,Lisa Crawford
299.0,6.0,13,68.0,299,Lisa Crawford
299.0,7.0,13,70.0,299,Lisa Crawford
299.0,9.0,13,82.0,299,Lisa Crawford
299.0,11.0,13,81.0,299,Lisa Crawford
299.0,17.0,13,78.0,299,Lisa Crawford
300.0,2.0,11,77.8,300,Kaitlyn Martinez
300.0,7.0,11,81.0,300,Kaitlyn Martinez
300.0,11.0,11,77.0,300,Kaitlyn Martinez
300.0,15.0,11,78.0,300,Kaitlyn Martinez
300.0,16.0,11,82.0,300,Kaitlyn Martinez
300.0,17.0,11,79.5,300,Kaitlyn Martinez
301.0,2.0,12,80.8,301,Michelle Clark
301.0,4.0,12,68.0,301,Michelle Clark
301.0,8.0,12,74.0,301,Michelle Clark
301.0,17.0,12,95.0,301,Michelle Clark
301.0,18.0,12,83.0,301,Michelle Clark
301.0,19.0,12,85.0,301,Michelle Clark
302.0,2.0,12,80.5,302,Paul Lee
302.0,5.0,12,78.0,302,Paul Lee
302.0,7.0,12,70.0,302,Paul Lee
302.0,12.0,12,77.5,302,Paul Lee
302.0,13.0,12,88.0,302,Paul Lee
302.0,15.0,12,89.5,302,Paul Lee
302.0,17.0,12,79.0,302,Paul Lee
303.0,2.0,13,80.5,303,Laura Anderson
303.0,4.0,13,74.0,303,Laura Anderson
303.0,11.0,13,89.0,303,Laura Anderson
303.0,16.0,13,86.0,303,Laura Anderson
303.0,17.0,13,94.0,303,Laura Anderson
303.0,18.0,13,95.0,303,Laura Anderson
303.0,19.0,13,78.0,303,Laura Anderson
304.0,2.0,14,78.0,304,Shannon Parker
304.0,3.0,14,86.0,304,Shannon Parker
304.0,4.0,14,77.0,304,Shannon Parker
304.0,5.0,14,77.0,304,Shannon Parker
304.0,9.0,14,79.0,304,Shannon Parker
304.0,14.0,14,79.5,304,Shannon Parker
304.0,17.0,14,75.0,304,Shannon Parker
304.0,18.0,14,91.5,304,Shannon Parker
305.0,2.0,14,83.2,305,Kristen Peterson
305.0,5.0,14,79.0,305,Kristen Peterson
305.0,6.0,14,83.0,305,Kristen Peterson
305.0,7.0,14,86.0,305,Kristen Peterson
305.0,8.0,14,94.0,305,Kristen Peterson
305.0,10.0,14,83.0,305,Kristen Peterson
305.0,13.0,14,70.0,305,Kristen Peterson
305.0,15.0,14,70.0,305,Kristen Peterson
305.0,17.0,14,79.0,305,Kristen Peterson
306.0,2.0,13,83.0,306,Brittany Garcia
306.0,5.0,13,89.0,306,Brittany Garcia
306.0,8.0,13,69.0,306,Brittany Garcia
306.0,10.0,13,76.0,306,Brittany Garcia
306.0,11.0,13,86.0,306,Brittany Garcia
306.0,12.0,13,75.0,306,Brittany Garcia
306.0,17.0,13,92.0,306,Brittany Garcia
306.0,19.0,13,71.5,306,Brittany Garcia
307.0,2.0,10,75.8,307,Sergio Cook
307.0,3.0,10,74.0,307,Sergio Cook
307.0,4.0,10,87.0,307,Sergio Cook
307.0,11.0,10,77.0,307,Sergio Cook
307.0,13.0,10,83.0,307,Sergio Cook
307.0,17.0,10,75.0,307,Sergio Cook
308.0,2.0,14,84.2,308,Patricia Torres
308.0,3.0,14,86.0,308,Patricia Torres
308.0,8.0,14,71.33,308,Patricia Torres
308.0,11.0,14,74.0,308,Patricia Torres
308.0,14.0,14,77.0,308,Patricia Torres
308.0,17.0,14,92.0,308,Patricia Torres
308.0,19.0,14,76.0,308,Patricia Torres
308.0,20.0,14,85.0,308,Patricia Torres
309.0,1.0,15,85.0,309,Carolyn Garcia
309.0,2.0,15,89.6,309,Carolyn Garcia
309.0,6.0,15,74.33,309,Carolyn Garcia
309.0,7.0,15,83.0,309,Carolyn Garcia
309.0,9.0,15,83.0,309,Carolyn Garcia
309.0,13.0,15,67.0,309,Carolyn Garcia
309.0,17.0,15,75.0,309,Carolyn Garcia
309.0,20.0,15,78.0,309,Carolyn Garcia
310.0,1.0,10,84.0,310,Brittany Obrien
310.0,2.0,10,75.4,310,Brittany Obrien
310.0,6.0,10,85.0,310,Brittany Obrien
310.0,13.0,10,85.0,310,Brittany Obrien
310.0,16.0,10,89.0,310,Brittany Obrien
310.0,17.0,10,84.0,310,Brittany Obrien
311.0,1.0,10,76.0,311,Bobby Castaneda
311.0,2.0,10,80.75,311,Bobby Castaneda
311.0,4.0,10,78.0,311,Bobby Castaneda
311.0,12.0,10,83.0,311,Bobby Castaneda
311.0,13.0,10,82.0,311,Bobby Castaneda
311.0,17.0,10,92.0,311,Bobby Castaneda
311.0,20.0,10,89.0,311,Bobby Castaneda
312.0,2.0,13,81.5,312,Angel Hanson
312.0,5.0,13,74.0,312,Angel Hanson
312.0,6.0,13,80.5,312,Angel Hanson
312.0,13.0,13,82.5,312,Angel Hanson
312.0,16.0,13,77.0,312,Angel Hanson
312.0,17.0,13,85.0,312,Angel Hanson
312.0,19.0,13,95.0,312,Angel Hanson
312.0,20.0,13,82.0,312,Angel Hanson
